Plot Title: 20174692,,,,,,,
#,"Date Time, GMT-06:00","Temp, °C (LGR S/N: 20174692, SEN S/N: 20174692)",Coupler Detached (LGR S/N: 20174692),Coupler Attached (LGR S/N: 20174692),Host Connected (LGR S/N: 20174692),Stopped (LGR S/N: 20174692),End Of File (LGR S/N: 20174692)
34,08/02/19/ 05:08:00 AM,1.94,,,,,
35,08/02/19/ 06:08:00 AM,1.913,,,,,
36,08/02/19/ 07:08:00 AM,1.886,,,,,
37,08/02/19/ 08:08:00 AM,1.994,,,,,
38,08/02/19/ 09:08:00 AM,2.074,,,,,
39,08/02/19/ 10:08:00 AM,2.182,,,,,
40,08/02/19/ 11:08:00 AM,2.316,,,,,
41,08/02/19/ 12:08:00 PM,2.45,,,,,
42,08/02/19/ 01:08:00 PM,2.503,,,,,
43,08/02/19/ 02:08:00 PM,2.45,,,,,
44,08/02/19/ 03:08:00 PM,2.423,,,,,
45,08/02/19/ 04:08:00 PM,2.423,,,,,
46,08/02/19/ 05:08:00 PM,2.37,,,,,
47,08/02/19/ 06:08:00 PM,2.316,,,,,
48,08/02/19/ 07:08:00 PM,2.289,,,,,
49,08/02/19/ 08:08:00 PM,2.236,,,,,
50,08/02/19/ 09:08:00 PM,2.182,,,,,
51,08/02/19/ 10:08:00 PM,2.155,,,,,
52,08/02/19/ 11:08:00 PM,2.128,,,,,
53,08/03/19/ 12:08:00 AM,2.101,,,,,
54,08/03/19/ 01:08:00 AM,2.101,,,,,
55,08/03/19/ 02:08:00 AM,2.074,,,,,
56,08/03/19/ 03:08:00 AM,2.074,,,,,
57,08/03/19/ 04:08:00 AM,2.047,,,,,
58,08/03/19/ 05:08:00 AM,2.021,,,,,
59,08/03/19/ 06:08:00 AM,2.021,,,,,
60,08/03/19/ 07:08:00 AM,1.994,,,,,
61,08/03/19/ 08:08:00 AM,2.101,,,,,
62,08/03/19/ 09:08:00 AM,2.209,,,,,
63,08/03/19/ 10:08:00 AM,2.316,,,,,
64,08/03/19/ 11:08:00 AM,2.423,,,,,
65,08/03/19/ 12:08:00 PM,2.53,,,,,
66,08/03/19/ 01:08:00 PM,2.584,,,,,
67,08/03/19/ 02:08:00 PM,2.637,,,,,
68,08/03/19/ 03:08:00 PM,2.69,,,,,
69,08/03/19/ 04:08:00 PM,2.637,,,,,
70,08/03/19/ 05:08:00 PM,2.557,,,,,
71,08/03/19/ 06:08:00 PM,2.477,,,,,
72,08/03/19/ 07:08:00 PM,2.423,,,,,
73,08/03/19/ 08:08:00 PM,2.396,,,,,
74,08/03/19/ 09:08:00 PM,2.37,,,,,
75,08/03/19/ 10:08:00 PM,2.289,,,,,
76,08/03/19/ 11:08:00 PM,2.262,,,,,
77,08/04/19/ 12:08:00 AM,2.209,,,,,
78,08/04/19/ 01:08:00 AM,2.182,,,,,
79,08/04/19/ 02:08:00 AM,2.155,,,,,
80,08/04/19/ 03:08:00 AM,2.155,,,,,
81,08/04/19/ 04:08:00 AM,2.182,,,,,
82,08/04/19/ 05:08:00 AM,2.155,,,,,
83,08/04/19/ 06:08:00 AM,2.128,,,,,
84,08/04/19/ 07:08:00 AM,2.101,,,,,
85,08/04/19/ 08:08:00 AM,2.182,,,,,
86,08/04/19/ 09:08:00 AM,2.289,,,,,
87,08/04/19/ 10:08:00 AM,2.209,,,,,
88,08/04/19/ 11:08:00 AM,2.557,,,,,
89,08/04/19/ 12:08:00 PM,2.637,,,,,
90,08/04/19/ 01:08:00 PM,2.53,,,,,
91,08/04/19/ 02:08:00 PM,2.637,,,,,
92,08/04/19/ 03:08:00 PM,2.717,,,,,
93,08/04/19/ 04:08:00 PM,2.637,,,,,
94,08/04/19/ 05:08:00 PM,2.53,,,,,
95,08/04/19/ 06:08:00 PM,2.45,,,,,
96,08/04/19/ 07:08:00 PM,2.423,,,,,
97,08/04/19/ 08:08:00 PM,2.396,,,,,
98,08/04/19/ 09:08:00 PM,2.396,,,,,
99,08/04/19/ 10:08:00 PM,2.316,,,,,
100,08/04/19/ 11:08:00 PM,2.289,,,,,
101,08/05/19/ 12:08:00 AM,2.262,,,,,
102,08/05/19/ 01:08:00 AM,2.209,,,,,
103,08/05/19/ 02:08:00 AM,2.182,,,,,
104,08/05/19/ 03:08:00 AM,2.155,,,,,
105,08/05/19/ 04:08:00 AM,2.128,,,,,
106,08/05/19/ 05:08:00 AM,2.101,,,,,
107,08/05/19/ 06:08:00 AM,2.074,,,,,
108,08/05/19/ 07:08:00 AM,2.047,,,,,
109,08/05/19/ 08:08:00 AM,2.155,,,,,
110,08/05/19/ 09:08:00 AM,2.289,,,,,
111,08/05/19/ 10:08:00 AM,2.423,,,,,
112,08/05/19/ 11:08:00 AM,2.584,,,,,
113,08/05/19/ 12:08:00 PM,2.69,,,,,
114,08/05/19/ 01:08:00 PM,2.77,,,,,
115,08/05/19/ 02:08:00 PM,2.797,,,,,
116,08/05/19/ 03:08:00 PM,2.744,,,,,
117,08/05/19/ 04:08:00 PM,2.69,,,,,
118,08/05/19/ 05:08:00 PM,2.664,,,,,
119,08/05/19/ 06:08:00 PM,2.584,,,,,
120,08/05/19/ 07:08:00 PM,2.53,,,,,
121,08/05/19/ 08:08:00 PM,2.477,,,,,
122,08/05/19/ 09:08:00 PM,2.45,,,,,
123,08/05/19/ 10:08:00 PM,2.396,,,,,
124,08/05/19/ 11:08:00 PM,2.343,,,,,
125,08/06/19/ 12:08:00 AM,2.316,,,,,
126,08/06/19/ 01:08:00 AM,2.262,,,,,
127,08/06/19/ 02:08:00 AM,2.236,,,,,
128,08/06/19/ 03:08:00 AM,2.209,,,,,
129,08/06/19/ 04:08:00 AM,2.182,,,,,
130,08/06/19/ 05:08:00 AM,2.155,,,,,
131,08/06/19/ 06:08:00 AM,2.128,,,,,
132,08/06/19/ 07:08:00 AM,2.128,,,,,
133,08/06/19/ 08:08:00 AM,2.182,,,,,
134,08/06/19/ 09:08:00 AM,2.182,,,,,
135,08/06/19/ 10:08:00 AM,2.37,,,,,
136,08/06/19/ 11:08:00 AM,2.53,,,,,
137,08/06/19/ 12:08:00 PM,2.61,,,,,
138,08/06/19/ 01:08:00 PM,2.717,,,,,
139,08/06/19/ 02:08:00 PM,2.85,,,,,
140,08/06/19/ 03:08:00 PM,2.823,,,,,
141,08/06/19/ 04:08:00 PM,2.823,,,,,
142,08/06/19/ 05:08:00 PM,2.717,,,,,
143,08/06/19/ 06:08:00 PM,2.61,,,,,
144,08/06/19/ 07:08:00 PM,2.584,,,,,
145,08/06/19/ 08:08:00 PM,2.557,,,,,
146,08/06/19/ 09:08:00 PM,2.503,,,,,
147,08/06/19/ 10:08:00 PM,2.45,,,,,
148,08/06/19/ 11:08:00 PM,2.423,,,,,
149,08/07/19/ 12:08:00 AM,2.396,,,,,
150,08/07/19/ 01:08:00 AM,2.37,,,,,
151,08/07/19/ 02:08:00 AM,2.343,,,,,
152,08/07/19/ 03:08:00 AM,2.316,,,,,
153,08/07/19/ 04:08:00 AM,2.289,,,,,
154,08/07/19/ 05:08:00 AM,2.262,,,,,
155,08/07/19/ 06:08:00 AM,2.262,,,,,
156,08/07/19/ 07:08:00 AM,2.262,,,,,
157,08/07/19/ 08:08:00 AM,2.262,,,,,
158,08/07/19/ 09:08:00 AM,2.316,,,,,
159,08/07/19/ 10:08:00 AM,2.316,,,,,
160,08/07/19/ 11:08:00 AM,2.343,,,,,
161,08/07/19/ 12:08:00 PM,2.61,,,,,
162,08/07/19/ 01:08:00 PM,2.717,,,,,
163,08/07/19/ 02:08:00 PM,2.77,,,,,
164,08/07/19/ 03:08:00 PM,2.877,,,,,
165,08/07/19/ 04:08:00 PM,2.823,,,,,
166,08/07/19/ 05:08:00 PM,2.744,,,,,
167,08/07/19/ 06:08:00 PM,2.69,,,,,
168,08/07/19/ 07:08:00 PM,2.664,,,,,
169,08/07/19/ 08:08:00 PM,2.69,,,,,
170,08/07/19/ 09:08:00 PM,2.61,,,,,
171,08/07/19/ 10:08:00 PM,2.53,,,,,
172,08/07/19/ 11:08:00 PM,2.477,,,,,
173,08/08/19/ 12:08:00 AM,2.45,,,,,
174,08/08/19/ 01:08:00 AM,2.396,,,,,
175,08/08/19/ 02:08:00 AM,2.37,,,,,
176,08/08/19/ 03:08:00 AM,2.343,,,,,
177,08/08/19/ 04:08:00 AM,2.316,,,,,
178,08/08/19/ 05:08:00 AM,2.316,,,,,
179,08/08/19/ 06:08:00 AM,2.316,,,,,
180,08/08/19/ 07:08:00 AM,2.289,,,,,
181,08/08/19/ 08:08:00 AM,2.316,,,,,
182,08/08/19/ 09:08:00 AM,2.37,,,,,
183,08/08/19/ 10:08:00 AM,2.45,,,,,
184,08/08/19/ 11:08:00 AM,2.664,,,,,
185,08/08/19/ 12:08:00 PM,2.717,,,,,
186,08/08/19/ 01:08:00 PM,2.664,,,,,
187,08/08/19/ 02:08:00 PM,2.128,,,,,
188,08/08/19/ 03:08:00 PM,2.584,,,,,
189,08/08/19/ 04:08:00 PM,2.557,,,,,
190,08/08/19/ 05:08:00 PM,2.53,,,,,
191,08/08/19/ 06:08:00 PM,2.584,,,,,
192,08/08/19/ 07:08:00 PM,2.53,,,,,
193,08/08/19/ 08:08:00 PM,2.477,,,,,
194,08/08/19/ 09:08:00 PM,2.477,,,,,
195,08/08/19/ 10:08:00 PM,2.45,,,,,
196,08/08/19/ 11:08:00 PM,2.423,,,,,
197,08/09/19/ 12:08:00 AM,2.396,,,,,
198,08/09/19/ 01:08:00 AM,2.37,,,,,
199,08/09/19/ 02:08:00 AM,2.343,,,,,
200,08/09/19/ 03:08:00 AM,2.316,,,,,
201,08/09/19/ 04:08:00 AM,2.316,,,,,
202,08/09/19/ 05:08:00 AM,2.289,,,,,
203,08/09/19/ 06:08:00 AM,2.289,,,,,
204,08/09/19/ 07:08:00 AM,2.262,,,,,
205,08/09/19/ 08:08:00 AM,2.396,,,,,
206,08/09/19/ 09:08:00 AM,2.53,,,,,
207,08/09/19/ 10:08:00 AM,2.557,,,,,
208,08/09/19/ 11:08:00 AM,2.85,,,,,
209,08/09/19/ 12:08:00 PM,3.009,,,,,
210,08/09/19/ 01:08:00 PM,2.903,,,,,
211,08/09/19/ 02:08:00 PM,2.903,,,,,
212,08/09/19/ 03:08:00 PM,2.93,,,,,
213,08/09/19/ 04:08:00 PM,2.877,,,,,
214,08/09/19/ 05:08:00 PM,2.797,,,,,
215,08/09/19/ 06:08:00 PM,2.744,,,,,
216,08/09/19/ 07:08:00 PM,2.69,,,,,
217,08/09/19/ 08:08:00 PM,2.61,,,,,
218,08/09/19/ 09:08:00 PM,2.557,,,,,
219,08/09/19/ 10:08:00 PM,2.503,,,,,
220,08/09/19/ 11:08:00 PM,2.477,,,,,
221,08/10/19/ 12:08:00 AM,2.45,,,,,
222,08/10/19/ 01:08:00 AM,2.37,,,,,
223,08/10/19/ 02:08:00 AM,2.343,,,,,
224,08/10/19/ 03:08:00 AM,2.316,,,,,
225,08/10/19/ 04:08:00 AM,2.316,,,,,
226,08/10/19/ 05:08:00 AM,2.316,,,,,
227,08/10/19/ 06:08:00 AM,2.262,,,,,
228,08/10/19/ 07:08:00 AM,2.209,,,,,
229,08/10/19/ 08:08:00 AM,2.343,,,,,
230,08/10/19/ 09:08:00 AM,2.503,,,,,
231,08/10/19/ 10:08:00 AM,2.69,,,,,
232,08/10/19/ 11:08:00 AM,2.877,,,,,
233,08/10/19/ 12:08:00 PM,3.063,,,,,
234,08/10/19/ 01:08:00 PM,3.063,,,,,
235,08/10/19/ 02:08:00 PM,3.009,,,,,
236,08/10/19/ 03:08:00 PM,3.116,,,,,
237,08/10/19/ 04:08:00 PM,3.089,,,,,
238,08/10/19/ 05:08:00 PM,2.903,,,,,
239,08/10/19/ 06:08:00 PM,2.744,,,,,
240,08/10/19/ 07:08:00 PM,2.69,,,,,
241,08/10/19/ 08:08:00 PM,2.61,,,,,
242,08/10/19/ 09:08:00 PM,2.557,,,,,
243,08/10/19/ 10:08:00 PM,2.503,,,,,
244,08/10/19/ 11:08:00 PM,2.45,,,,,
245,08/11/19/ 12:08:00 AM,2.396,,,,,
246,08/11/19/ 01:08:00 AM,2.343,,,,,
247,08/11/19/ 02:08:00 AM,2.316,,,,,
248,08/11/19/ 03:08:00 AM,2.289,,,,,
249,08/11/19/ 04:08:00 AM,2.289,,,,,
250,08/11/19/ 05:08:00 AM,2.262,,,,,
251,08/11/19/ 06:08:00 AM,2.236,,,,,
252,08/11/19/ 07:08:00 AM,2.236,,,,,
253,08/11/19/ 08:08:00 AM,2.316,,,,,
254,08/11/19/ 09:08:00 AM,2.53,,,,,
255,08/11/19/ 10:08:00 AM,2.744,,,,,
256,08/11/19/ 11:08:00 AM,2.85,,,,,
257,08/11/19/ 12:08:00 PM,2.85,,,,,
258,08/11/19/ 01:08:00 PM,3.063,,,,,
259,08/11/19/ 02:08:00 PM,3.089,,,,,
260,08/11/19/ 03:08:00 PM,3.036,,,,,
261,08/11/19/ 04:08:00 PM,2.93,,,,,
262,08/11/19/ 05:08:00 PM,2.85,,,,,
263,08/11/19/ 06:08:00 PM,2.77,,,,,
264,08/11/19/ 07:08:00 PM,2.664,,,,,
265,08/11/19/ 08:08:00 PM,2.584,,,,,
266,08/11/19/ 09:08:00 PM,2.503,,,,,
267,08/11/19/ 10:08:00 PM,2.45,,,,,
268,08/11/19/ 11:08:00 PM,2.396,,,,,
269,08/12/19/ 12:08:00 AM,2.316,,,,,
270,08/12/19/ 01:08:00 AM,2.262,,,,,
271,08/12/19/ 02:08:00 AM,2.182,,,,,
272,08/12/19/ 03:08:00 AM,2.128,,,,,
273,08/12/19/ 04:08:00 AM,2.128,,,,,
274,08/12/19/ 05:08:00 AM,2.074,,,,,
275,08/12/19/ 06:08:00 AM,2.047,,,,,
276,08/12/19/ 07:08:00 AM,2.021,,,,,
277,08/12/19/ 08:08:00 AM,2.155,,,,,
278,08/12/19/ 09:08:00 AM,2.37,,,,,
279,08/12/19/ 10:08:00 AM,2.53,,,,,
280,08/12/19/ 11:08:00 AM,2.744,,,,,
281,08/12/19/ 12:08:00 PM,2.903,,,,,
282,08/12/19/ 01:08:00 PM,3.009,,,,,
283,08/12/19/ 02:08:00 PM,3.063,,,,,
284,08/12/19/ 03:08:00 PM,3.063,,,,,
285,08/12/19/ 04:08:00 PM,2.983,,,,,
286,08/12/19/ 05:08:00 PM,2.77,,,,,
287,08/12/19/ 06:08:00 PM,2.664,,,,,
288,08/12/19/ 07:08:00 PM,2.584,,,,,
289,08/12/19/ 08:08:00 PM,2.53,,,,,
290,08/12/19/ 09:08:00 PM,2.45,,,,,
291,08/12/19/ 10:08:00 PM,2.37,,,,,
292,08/12/19/ 11:08:00 PM,2.316,,,,,
293,08/13/19/ 12:08:00 AM,2.262,,,,,
294,08/13/19/ 01:08:00 AM,2.236,,,,,
295,08/13/19/ 02:08:00 AM,2.182,,,,,
296,08/13/19/ 03:08:00 AM,2.155,,,,,
297,08/13/19/ 04:08:00 AM,2.128,,,,,
298,08/13/19/ 05:08:00 AM,2.074,,,,,
299,08/13/19/ 06:08:00 AM,2.047,,,,,
300,08/13/19/ 07:08:00 AM,2.021,,,,,
301,08/13/19/ 08:08:00 AM,2.155,,,,,
302,08/13/19/ 09:08:00 AM,2.396,,,,,
303,08/13/19/ 10:08:00 AM,2.61,,,,,
304,08/13/19/ 11:08:00 AM,2.823,,,,,
305,08/13/19/ 12:08:00 PM,3.009,,,,,
306,08/13/19/ 01:08:00 PM,3.142,,,,,
307,08/13/19/ 02:08:00 PM,3.248,,,,,
308,08/13/19/ 03:08:00 PM,3.168,,,,,
309,08/13/19/ 04:08:00 PM,3.063,,,,,
310,08/13/19/ 05:08:00 PM,2.903,,,,,
311,08/13/19/ 06:08:00 PM,2.797,,,,,
312,08/13/19/ 07:08:00 PM,2.717,,,,,
313,08/13/19/ 08:08:00 PM,2.637,,,,,
314,08/13/19/ 09:08:00 PM,2.584,,,,,
315,08/13/19/ 10:08:00 PM,2.503,,,,,
316,08/13/19/ 11:08:00 PM,2.477,,,,,
317,08/14/19/ 12:08:00 AM,2.45,,,,,
318,08/14/19/ 01:08:00 AM,2.396,,,,,
319,08/14/19/ 02:08:00 AM,2.37,,,,,
320,08/14/19/ 03:08:00 AM,2.316,,,,,
321,08/14/19/ 04:08:00 AM,2.289,,,,,
322,08/14/19/ 05:08:00 AM,2.262,,,,,
323,08/14/19/ 06:08:00 AM,2.236,,,,,
324,08/14/19/ 07:08:00 AM,2.209,,,,,
325,08/14/19/ 08:08:00 AM,2.343,,,,,
326,08/14/19/ 09:08:00 AM,2.584,,,,,
327,08/14/19/ 10:08:00 AM,2.823,,,,,
328,08/14/19/ 11:08:00 AM,3.036,,,,,
329,08/14/19/ 12:08:00 PM,3.221,,,,,
330,08/14/19/ 01:08:00 PM,3.354,,,,,
331,08/14/19/ 02:08:00 PM,3.433,,,,,
332,08/14/19/ 03:08:00 PM,3.433,,,,,
333,08/14/19/ 04:08:00 PM,3.327,,,,,
334,08/14/19/ 05:08:00 PM,3.116,,,,,
335,08/14/19/ 06:08:00 PM,2.956,,,,,
336,08/14/19/ 07:08:00 PM,2.903,,,,,
337,08/14/19/ 08:08:00 PM,2.823,,,,,
338,08/14/19/ 09:08:00 PM,2.744,,,,,
339,08/14/19/ 10:08:00 PM,2.69,,,,,
340,08/14/19/ 11:08:00 PM,2.664,,,,,
341,08/15/19/ 12:08:00 AM,2.637,,,,,
342,08/15/19/ 01:08:00 AM,2.584,,,,,
343,08/15/19/ 02:08:00 AM,2.557,,,,,
344,08/15/19/ 03:08:00 AM,2.503,,,,,
345,08/15/19/ 04:08:00 AM,2.477,,,,,
346,08/15/19/ 05:08:00 AM,2.423,,,,,
347,08/15/19/ 06:08:00 AM,2.396,,,,,
348,08/15/19/ 07:08:00 AM,2.396,,,,,
349,08/15/19/ 08:08:00 AM,2.557,,,,,
350,08/15/19/ 09:08:00 AM,2.797,,,,,
351,08/15/19/ 10:08:00 AM,3.009,,,,,
352,08/15/19/ 11:08:00 AM,3.221,,,,,
353,08/15/19/ 12:08:00 PM,3.38,,,,,
354,08/15/19/ 01:08:00 PM,3.433,,,,,
355,08/15/19/ 02:08:00 PM,3.485,,,,,
356,08/15/19/ 03:08:00 PM,3.38,,,,,
357,08/15/19/ 04:08:00 PM,3.301,,,,,
358,08/15/19/ 05:08:00 PM,3.221,,,,,
359,08/15/19/ 06:08:00 PM,3.089,,,,,
360,08/15/19/ 07:08:00 PM,3.036,,,,,
361,08/15/19/ 08:08:00 PM,2.956,,,,,
362,08/15/19/ 09:08:00 PM,2.877,,,,,
363,08/15/19/ 10:08:00 PM,2.823,,,,,
364,08/15/19/ 11:08:00 PM,2.744,,,,,
365,08/16/19/ 12:08:00 AM,2.69,,,,,
366,08/16/19/ 01:08:00 AM,2.61,,,,,
367,08/16/19/ 02:08:00 AM,2.584,,,,,
368,08/16/19/ 03:08:00 AM,2.53,,,,,
369,08/16/19/ 04:08:00 AM,2.477,,,,,
370,08/16/19/ 05:08:00 AM,2.423,,,,,
371,08/16/19/ 06:08:00 AM,2.37,,,,,
372,08/16/19/ 07:08:00 AM,2.343,,,,,
373,08/16/19/ 08:08:00 AM,2.477,,,,,
374,08/16/19/ 09:08:00 AM,2.637,,,,,
375,08/16/19/ 10:08:00 AM,2.85,,,,,
376,08/16/19/ 11:08:00 AM,3.063,,,,,
377,08/16/19/ 12:08:00 PM,3.221,,,,,
378,08/16/19/ 01:08:00 PM,3.248,,,,,
379,08/16/19/ 02:08:00 PM,3.221,,,,,
380,08/16/19/ 03:08:00 PM,3.195,,,,,
381,08/16/19/ 04:08:00 PM,3.116,,,,,
382,08/16/19/ 05:08:00 PM,3.036,,,,,
383,08/16/19/ 06:08:00 PM,2.903,,,,,
384,08/16/19/ 07:08:00 PM,2.85,,,,,
385,08/16/19/ 08:08:00 PM,2.744,,,,,
386,08/16/19/ 09:08:00 PM,2.664,,,,,
387,08/16/19/ 10:08:00 PM,2.61,,,,,
388,08/16/19/ 11:08:00 PM,2.53,,,,,
389,08/17/19/ 12:08:00 AM,2.477,,,,,
390,08/17/19/ 01:08:00 AM,2.423,,,,,
391,08/17/19/ 02:08:00 AM,2.37,,,,,
392,08/17/19/ 03:08:00 AM,2.316,,,,,
393,08/17/19/ 04:08:00 AM,2.262,,,,,
394,08/17/19/ 05:08:00 AM,2.209,,,,,
395,08/17/19/ 06:08:00 AM,2.209,,,,,
396,08/17/19/ 07:08:00 AM,2.182,,,,,
397,08/17/19/ 08:08:00 AM,2.236,,,,,
398,08/17/19/ 09:08:00 AM,2.289,,,,,
399,08/17/19/ 10:08:00 AM,2.503,,,,,
400,08/17/19/ 11:08:00 AM,2.797,,,,,
401,08/17/19/ 12:08:00 PM,3.036,,,,,
402,08/17/19/ 01:08:00 PM,3.089,,,,,
403,08/17/19/ 02:08:00 PM,3.142,,,,,
404,08/17/19/ 03:08:00 PM,3.168,,,,,
405,08/17/19/ 04:08:00 PM,3.063,,,,,
406,08/17/19/ 05:08:00 PM,2.903,,,,,
407,08/17/19/ 06:08:00 PM,2.823,,,,,
408,08/17/19/ 07:08:00 PM,2.744,,,,,
409,08/17/19/ 08:08:00 PM,2.637,,,,,
410,08/17/19/ 09:08:00 PM,2.584,,,,,
411,08/17/19/ 10:08:00 PM,2.53,,,,,
412,08/17/19/ 11:08:00 PM,2.503,,,,,
413,08/18/19/ 12:08:00 AM,2.45,,,,,
414,08/18/19/ 01:08:00 AM,2.45,,,,,
415,08/18/19/ 02:08:00 AM,2.423,,,,,
416,08/18/19/ 03:08:00 AM,2.396,,,,,
417,08/18/19/ 04:08:00 AM,2.343,,,,,
418,08/18/19/ 05:08:00 AM,2.316,,,,,
419,08/18/19/ 06:08:00 AM,2.316,,,,,
420,08/18/19/ 07:08:00 AM,2.289,,,,,
421,08/18/19/ 08:08:00 AM,2.423,,,,,
422,08/18/19/ 09:08:00 AM,2.664,,,,,
423,08/18/19/ 10:08:00 AM,2.903,,,,,
424,08/18/19/ 11:08:00 AM,3.142,,,,,
425,08/18/19/ 12:08:00 PM,3.327,,,,,
426,08/18/19/ 01:08:00 PM,3.485,,,,,
427,08/18/19/ 02:08:00 PM,3.564,,,,,
428,08/18/19/ 03:08:00 PM,3.617,,,,,
429,08/18/19/ 04:08:00 PM,3.538,,,,,
430,08/18/19/ 05:08:00 PM,3.274,,,,,
431,08/18/19/ 06:08:00 PM,3.142,,,,,
432,08/18/19/ 07:08:00 PM,3.063,,,,,
433,08/18/19/ 08:08:00 PM,2.956,,,,,
434,08/18/19/ 09:08:00 PM,2.903,,,,,
435,08/18/19/ 10:08:00 PM,2.85,,,,,
436,08/18/19/ 11:08:00 PM,2.797,,,,,
437,08/19/19/ 12:08:00 AM,2.77,,,,,
438,08/19/19/ 01:08:00 AM,2.744,,,,,
439,08/19/19/ 02:08:00 AM,2.69,,,,,
440,08/19/19/ 03:08:00 AM,2.664,,,,,
441,08/19/19/ 04:08:00 AM,2.637,,,,,
442,08/19/19/ 05:08:00 AM,2.584,,,,,
443,08/19/19/ 06:08:00 AM,2.584,,,,,
444,08/19/19/ 07:08:00 AM,2.557,,,,,
445,08/19/19/ 08:08:00 AM,2.664,,,,,
446,08/19/19/ 09:08:00 AM,2.903,,,,,
447,08/19/19/ 10:08:00 AM,3.168,,,,,
448,08/19/19/ 11:08:00 AM,3.433,,,,,
449,08/19/19/ 12:08:00 PM,3.643,,,,,
450,08/19/19/ 01:08:00 PM,3.801,,,,,
451,08/19/19/ 02:08:00 PM,3.88,,,,,
452,08/19/19/ 03:08:00 PM,3.906,,,,,
453,08/19/19/ 04:08:00 PM,3.749,,,,,
454,08/19/19/ 05:08:00 PM,3.538,,,,,
455,08/19/19/ 06:08:00 PM,3.406,,,,,
456,08/19/19/ 07:08:00 PM,3.301,,,,,
457,08/19/19/ 08:08:00 PM,3.221,,,,,
458,08/19/19/ 09:08:00 PM,3.142,,,,,
459,08/19/19/ 10:08:00 PM,3.063,,,,,
460,08/19/19/ 11:08:00 PM,3.009,,,,,
461,08/20/19/ 12:08:00 AM,2.93,,,,,
462,08/20/19/ 01:08:00 AM,2.877,,,,,
463,08/20/19/ 02:08:00 AM,2.85,,,,,
464,08/20/19/ 03:08:00 AM,2.797,,,,,
465,08/20/19/ 04:08:00 AM,2.77,,,,,
466,08/20/19/ 05:08:00 AM,2.744,,,,,
467,08/20/19/ 06:08:00 AM,2.69,,,,,
468,08/20/19/ 07:08:00 AM,2.664,,,,,
469,08/20/19/ 08:08:00 AM,2.797,,,,,
470,08/20/19/ 09:08:00 AM,3.009,,,,,
471,08/20/19/ 10:08:00 AM,3.274,,,,,
472,08/20/19/ 11:08:00 AM,3.512,,,,,
473,08/20/19/ 12:08:00 PM,3.827,,,,,
474,08/20/19/ 01:08:00 PM,3.643,,,,,
475,08/20/19/ 02:08:00 PM,3.749,,,,,
476,08/20/19/ 03:08:00 PM,3.749,,,,,
477,08/20/19/ 04:08:00 PM,3.722,,,,,
478,08/20/19/ 05:08:00 PM,3.485,,,,,
479,08/20/19/ 06:08:00 PM,3.406,,,,,
480,08/20/19/ 07:08:00 PM,3.38,,,,,
481,08/20/19/ 08:08:00 PM,3.301,,,,,
482,08/20/19/ 09:08:00 PM,3.221,,,,,
483,08/20/19/ 10:08:00 PM,3.168,,,,,
484,08/20/19/ 11:08:00 PM,3.116,,,,,
485,08/21/19/ 12:08:00 AM,3.063,,,,,
486,08/21/19/ 01:08:00 AM,3.009,,,,,
487,08/21/19/ 02:08:00 AM,2.956,,,,,
488,08/21/19/ 03:08:00 AM,2.93,,,,,
