"Plot Title: 20475520"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 20475520, SEN S/N: 20475520)","Coupler Detached (LGR S/N: 20475520)","Coupler Attached (LGR S/N: 20475520)","Host Connected (LGR S/N: 20475520)","End Of File (LGR S/N: 20475520)"
46,07/30/21 04:10:05 PM,30.571,,,,
47,07/30/21 05:10:05 PM,30.041,,,,
48,07/30/21 06:10:05 PM,31.077,,,,
49,07/30/21 07:10:05 PM,30.849,,,,
50,07/30/21 08:10:05 PM,29.590,,,,
51,07/30/21 09:10:05 PM,28.270,,,,
52,07/30/21 10:10:05 PM,27.235,,,,
53,07/30/21 11:10:05 PM,25.987,,,,
54,07/31/21 12:10:05 AM,24.798,,,,
55,07/31/21 01:10:05 AM,23.713,,,,
56,07/31/21 02:10:05 AM,22.776,,,,
57,07/31/21 03:10:05 AM,21.963,,,,
58,07/31/21 04:10:05 AM,21.246,,,,
59,07/31/21 05:10:05 AM,20.627,,,,
60,07/31/21 06:10:05 AM,20.103,,,,
61,07/31/21 07:10:05 AM,19.627,,,,
62,07/31/21 08:10:05 AM,19.436,,,,
63,07/31/21 09:10:05 AM,19.532,,,,
64,07/31/21 10:10:05 AM,20.174,,,,
65,07/31/21 11:10:05 AM,21.819,,,,
66,07/31/21 12:10:05 PM,23.857,,,,
67,07/31/21 01:10:05 PM,25.793,,,,
68,07/31/21 02:10:05 PM,28.841,,,,
69,07/31/21 03:10:05 PM,29.490,,,,
70,07/31/21 04:10:05 PM,26.573,,,,
71,07/31/21 05:10:05 PM,27.727,,,,
72,07/31/21 06:10:05 PM,30.016,,,,
73,07/31/21 07:10:05 PM,30.369,,,,
74,07/31/21 08:10:05 PM,23.978,,,,
75,07/31/21 09:10:05 PM,23.713,,,,
76,07/31/21 10:10:05 PM,23.280,,,,
77,07/31/21 11:10:05 PM,22.393,,,,
78,08/01/21 12:10:05 AM,21.294,,,,
79,08/01/21 01:10:05 AM,19.936,,,,
80,08/01/21 02:10:05 AM,18.652,,,,
81,08/01/21 03:10:05 AM,17.391,,,,
82,08/01/21 04:10:05 AM,16.201,,,,
83,08/01/21 05:10:05 AM,15.079,,,,
84,08/01/21 06:10:05 AM,14.002,,,,
85,08/01/21 07:10:05 AM,13.088,,,,
86,08/01/21 08:10:05 AM,12.606,,,,
87,08/01/21 09:10:05 AM,16.844,,,,
88,08/01/21 10:10:05 AM,20.103,,,,
89,08/01/21 11:10:05 AM,24.968,,,,
90,08/01/21 12:10:05 PM,29.015,,,,
91,08/01/21 01:10:05 PM,32.768,,,,
92,08/01/21 02:10:05 PM,36.444,,,,
93,08/01/21 03:10:05 PM,38.672,,,,
94,08/01/21 04:10:05 PM,40.544,,,,
95,08/01/21 05:10:05 PM,41.356,,,,
96,08/01/21 06:10:05 PM,41.356,,,,
97,08/01/21 07:10:05 PM,40.458,,,,
98,08/01/21 08:10:05 PM,28.023,,,,
99,08/01/21 09:10:05 PM,24.557,,,,
100,08/01/21 10:10:05 PM,23.954,,,,
101,08/01/21 11:10:05 PM,23.088,,,,
102,08/02/21 12:10:05 AM,21.987,,,,
103,08/02/21 01:10:05 AM,20.936,,,,
104,08/02/21 02:10:05 AM,20.007,,,,
105,08/02/21 03:10:05 AM,19.032,,,,
106,08/02/21 04:10:05 AM,18.057,,,,
107,08/02/21 05:10:05 AM,17.153,,,,
108,08/02/21 06:10:05 AM,16.392,,,,
109,08/02/21 07:10:05 AM,15.772,,,,
110,08/02/21 08:10:05 AM,15.342,,,,
111,08/02/21 09:10:05 AM,15.915,,,,
112,08/02/21 10:10:05 AM,16.725,,,,
113,08/02/21 11:10:05 AM,18.366,,,,
114,08/02/21 12:10:05 PM,20.126,,,,
115,08/02/21 01:10:05 PM,21.032,,,,
116,08/02/21 02:10:05 PM,20.579,,,,
117,08/02/21 03:10:05 PM,20.079,,,,
118,08/02/21 04:10:05 PM,20.436,,,,
119,08/02/21 05:10:05 PM,20.579,,,,
120,08/02/21 06:10:05 PM,20.388,,,,
121,08/02/21 07:10:05 PM,20.317,,,,
122,08/02/21 08:10:05 PM,20.174,,,,
123,08/02/21 09:10:05 PM,19.912,,,,
124,08/02/21 10:10:05 PM,19.555,,,,
125,08/02/21 11:10:05 PM,19.151,,,,
126,08/03/21 12:10:05 AM,18.699,,,,
127,08/03/21 01:10:05 AM,18.247,,,,
128,08/03/21 02:10:05 AM,17.819,,,,
129,08/03/21 03:10:05 AM,17.368,,,,
130,08/03/21 04:10:05 AM,16.963,,,,
131,08/03/21 05:10:05 AM,16.582,,,,
132,08/03/21 06:10:05 AM,16.249,,,,
133,08/03/21 07:10:05 AM,15.963,,,,
134,08/03/21 08:10:05 AM,15.819,,,,
135,08/03/21 09:10:05 AM,16.201,,,,
136,08/03/21 10:10:05 AM,16.773,,,,
137,08/03/21 11:10:05 AM,17.415,,,,
138,08/03/21 12:10:05 PM,18.176,,,,
139,08/03/21 01:10:05 PM,18.961,,,,
140,08/03/21 02:10:05 PM,19.674,,,,
141,08/03/21 03:10:05 PM,20.388,,,,
142,08/03/21 04:10:05 PM,20.960,,,,
143,08/03/21 05:10:05 PM,21.604,,,,
144,08/03/21 06:10:05 PM,22.441,,,,
145,08/03/21 07:10:05 PM,23.040,,,,
146,08/03/21 08:10:05 PM,23.545,,,,
147,08/03/21 09:10:05 PM,23.930,,,,
148,08/03/21 10:10:05 PM,24.074,,,,
149,08/03/21 11:10:05 PM,24.026,,,,
150,08/04/21 12:10:05 AM,23.737,,,,
151,08/04/21 01:10:05 AM,23.256,,,,
152,08/04/21 02:10:05 AM,22.609,,,,
153,08/04/21 03:10:05 AM,21.891,,,,
154,08/04/21 04:10:05 AM,21.151,,,,
155,08/04/21 05:10:05 AM,20.412,,,,
156,08/04/21 06:10:05 AM,19.698,,,,
157,08/04/21 07:10:05 AM,19.008,,,,
158,08/04/21 08:10:05 AM,18.390,,,,
159,08/04/21 09:10:05 AM,17.938,,,,
160,08/04/21 10:10:05 AM,17.796,,,,
161,08/04/21 11:10:05 AM,18.271,,,,
162,08/04/21 12:10:05 PM,19.032,,,,
163,08/04/21 01:10:05 PM,19.793,,,,
164,08/04/21 02:10:05 PM,29.540,,,,
165,08/04/21 03:10:05 PM,27.087,,,,
166,08/04/21 04:10:05 PM,27.850,,,,
167,08/04/21 05:10:05 PM,29.040,,,,
168,08/04/21 06:10:05 PM,28.468,,,,
169,08/04/21 07:10:05 PM,26.353,,,,
170,08/04/21 08:10:05 PM,21.461,,,,
171,08/04/21 09:10:05 PM,24.267,,,,
172,08/04/21 10:10:05 PM,24.412,,,,
173,08/04/21 11:10:05 PM,23.400,,,,
174,08/05/21 12:10:05 AM,22.178,,,,
175,08/05/21 01:10:05 AM,20.913,,,,
176,08/05/21 02:10:05 AM,19.674,,,,
177,08/05/21 03:10:05 AM,18.509,,,,
178,08/05/21 04:10:05 AM,17.486,,,,
179,08/05/21 05:10:05 AM,16.582,,,,
180,08/05/21 06:10:05 AM,15.843,,,,
181,08/05/21 07:10:05 AM,15.199,,,,
182,08/05/21 08:10:05 AM,12.219,,,,
183,08/05/21 09:10:05 AM,12.920,,,,
184,08/05/21 10:10:05 AM,16.129,,,,
185,08/05/21 11:10:05 AM,18.200,,,,
186,08/05/21 12:10:05 PM,20.388,,,,
187,08/05/21 01:10:05 PM,22.465,,,,
188,08/05/21 02:10:05 PM,30.394,,,,
189,08/05/21 03:10:05 PM,13.570,,,,
190,08/05/21 04:10:05 PM,13.666,,,,
191,08/05/21 05:10:05 PM,14.194,,,,
192,08/05/21 06:10:05 PM,13.930,,,,
193,08/05/21 07:10:05 PM,13.425,,,,
194,08/05/21 08:10:05 PM,12.944,,,,
195,08/05/21 09:10:05 PM,12.195,,,,
196,08/05/21 10:10:05 PM,11.662,,,,
197,08/05/21 11:10:05 PM,11.200,,,,
198,08/06/21 12:10:05 AM,10.761,,,,
199,08/06/21 01:10:05 AM,10.418,,,,
200,08/06/21 02:10:05 AM,10.173,,,,
201,08/06/21 03:10:05 AM,9.928,,,,
202,08/06/21 04:10:05 AM,9.632,,,,
203,08/06/21 05:10:05 AM,9.509,,,,
204,08/06/21 06:10:05 AM,9.336,,,,
205,08/06/21 07:10:05 AM,9.163,,,,
206,08/06/21 08:10:05 AM,9.064,,,,
207,08/06/21 09:10:05 AM,8.916,,,,
208,08/06/21 10:10:05 AM,8.866,,,,
209,08/06/21 11:10:05 AM,9.015,,,,
210,08/06/21 12:10:05 PM,9.287,,,,
211,08/06/21 01:10:05 PM,10.026,,,,
212,08/06/21 02:10:05 PM,10.907,,,,
213,08/06/21 03:10:05 PM,10.907,,,,
214,08/06/21 04:10:05 PM,10.394,,,,
215,08/06/21 05:10:05 PM,9.262,,,,
216,08/06/21 06:10:05 PM,8.841,,,,
217,08/06/21 07:10:05 PM,8.568,,,,
218,08/06/21 08:10:05 PM,8.394,,,,
219,08/06/21 09:10:05 PM,8.145,,,,
220,08/06/21 10:10:05 PM,7.820,,,,
221,08/06/21 11:10:05 PM,7.594,,,,
222,08/07/21 12:10:05 AM,7.318,,,,
223,08/07/21 01:10:05 AM,7.192,,,,
224,08/07/21 02:10:05 AM,6.940,,,,
225,08/07/21 03:10:05 AM,6.737,,,,
226,08/07/21 04:10:05 AM,6.611,,,,
227,08/07/21 05:10:05 AM,6.433,,,,
228,08/07/21 06:10:05 AM,6.281,,,,
229,08/07/21 07:10:05 AM,6.179,,,,
230,08/07/21 08:10:05 AM,6.230,,,,
231,08/07/21 09:10:05 AM,6.687,,,,
232,08/07/21 10:10:05 AM,7.870,,,,
233,08/07/21 11:10:05 AM,9.262,,,,
234,08/07/21 12:10:05 PM,10.712,,,,
235,08/07/21 01:10:05 PM,11.880,,,,
236,08/07/21 02:10:05 PM,12.630,,,,
237,08/07/21 03:10:05 PM,13.064,,,,
238,08/07/21 04:10:05 PM,12.799,,,,
239,08/07/21 05:10:05 PM,13.112,,,,
240,08/07/21 06:10:05 PM,12.727,,,,
241,08/07/21 07:10:05 PM,11.783,,,,
242,08/07/21 08:10:05 PM,11.029,,,,
243,08/07/21 09:10:05 PM,10.418,,,,
244,08/07/21 10:10:05 PM,9.854,,,,
245,08/07/21 11:10:05 PM,9.386,,,,
246,08/08/21 12:10:05 AM,8.965,,,,
247,08/08/21 01:10:05 AM,8.593,,,,
248,08/08/21 02:10:05 AM,8.270,,,,
249,08/08/21 03:10:05 AM,7.995,,,,
250,08/08/21 04:10:05 AM,7.770,,,,
251,08/08/21 05:10:05 AM,7.544,,,,
252,08/08/21 06:10:05 AM,7.343,,,,
253,08/08/21 07:10:05 AM,7.192,,,,
254,08/08/21 08:10:05 AM,7.116,,,,
255,08/08/21 09:10:05 AM,7.444,,,,
256,08/08/21 10:10:05 AM,8.618,,,,
257,08/08/21 11:10:05 AM,9.977,,,,
258,08/08/21 12:10:05 PM,11.127,,,,
259,08/08/21 01:10:05 PM,12.195,,,,
260,08/08/21 02:10:05 PM,13.233,,,,
261,08/08/21 03:10:05 PM,13.497,,,,
262,08/08/21 04:10:05 PM,13.642,,,,
263,08/08/21 05:10:05 PM,13.570,,,,
264,08/08/21 06:10:05 PM,13.257,,,,
265,08/08/21 07:10:05 PM,12.558,,,,
266,08/08/21 08:10:05 PM,11.880,,,,
267,08/08/21 09:10:05 PM,11.273,,,,
268,08/08/21 10:10:05 PM,10.810,,,,
269,08/08/21 11:10:05 PM,10.443,,,,
270,08/09/21 12:10:05 AM,10.173,,,,
271,08/09/21 01:10:05 AM,9.903,,,,
272,08/09/21 02:10:05 AM,9.509,,,,
273,08/09/21 03:10:05 AM,9.015,,,,
274,08/09/21 04:10:05 AM,8.543,,,,
275,08/09/21 05:10:05 AM,8.145,,,,
276,08/09/21 06:10:05 AM,7.770,,,,
277,08/09/21 07:10:05 AM,7.444,,,,
278,08/09/21 08:10:05 AM,7.217,,,,
279,08/09/21 09:10:05 AM,7.368,,,,
280,08/09/21 10:10:05 AM,8.394,,,,
281,08/09/21 11:10:05 AM,9.682,,,,
282,08/09/21 12:10:05 PM,10.932,,,,
283,08/09/21 01:10:05 PM,12.122,,,,
284,08/09/21 02:10:05 PM,13.064,,,,
285,08/09/21 03:10:05 PM,13.714,,,,
286,08/09/21 04:10:05 PM,13.954,,,,
287,08/09/21 05:10:05 PM,13.762,,,,
288,08/09/21 06:10:05 PM,13.377,,,,
289,08/09/21 07:10:05 PM,12.316,,,,
290,08/09/21 08:10:05 PM,11.443,,,,
291,08/09/21 09:10:05 PM,10.785,,,,
292,08/09/21 10:10:05 PM,10.173,,,,
293,08/09/21 11:10:05 PM,9.657,,,,
294,08/10/21 12:10:05 AM,9.163,,,,
295,08/10/21 01:10:05 AM,8.717,,,,
296,08/10/21 02:10:05 AM,8.295,,,,
297,08/10/21 03:10:05 AM,7.920,,,,
298,08/10/21 04:10:05 AM,7.594,,,,
299,08/10/21 05:10:05 AM,7.268,,,,
300,08/10/21 06:10:05 AM,6.990,,,,
301,08/10/21 07:10:05 AM,6.737,,,,
302,08/10/21 08:10:05 AM,6.585,,,,
303,08/10/21 09:10:05 AM,6.737,,,,
304,08/10/21 10:10:05 AM,7.870,,,,
305,08/10/21 11:10:05 AM,9.163,,,,
306,08/10/21 12:10:05 PM,10.492,,,,
307,08/10/21 01:10:05 PM,11.686,,,,
308,08/10/21 02:10:05 PM,12.654,,,,
309,08/10/21 03:10:05 PM,13.425,,,,
310,08/10/21 04:10:05 PM,13.666,,,,
311,08/10/21 05:10:05 PM,13.425,,,,
312,08/10/21 06:10:05 PM,13.185,,,,
313,08/10/21 07:10:05 PM,12.558,,,,
314,08/10/21 08:10:05 PM,11.977,,,,
315,08/10/21 09:10:05 PM,11.394,,,,
316,08/10/21 10:10:05 PM,10.810,,,,
317,08/10/21 11:10:05 PM,10.320,,,,
318,08/11/21 12:10:05 AM,9.854,,,,
319,08/11/21 01:10:05 AM,9.435,,,,
320,08/11/21 02:10:05 AM,9.089,,,,
321,08/11/21 03:10:05 AM,8.792,,,,
322,08/11/21 04:10:05 AM,8.494,,,,
323,08/11/21 05:10:05 AM,8.245,,,,
324,08/11/21 06:10:05 AM,8.020,,,,
325,08/11/21 07:10:05 AM,7.795,,,,
326,08/11/21 08:10:05 AM,7.670,,,,
327,08/11/21 09:10:05 AM,7.795,,,,
328,08/11/21 10:10:05 AM,8.841,,,,
329,08/11/21 11:10:05 AM,10.075,,,,
330,08/11/21 12:10:05 PM,11.492,,,,
331,08/11/21 01:10:05 PM,12.823,,,,
332,08/11/21 02:10:05 PM,13.834,,,,
333,08/11/21 03:10:05 PM,14.864,,,,
334,08/11/21 04:10:05 PM,15.366,,,,
335,08/11/21 05:10:05 PM,15.366,,,,
336,08/11/21 06:10:05 PM,15.127,,,,
337,08/11/21 07:10:05 PM,14.314,,,,
338,08/11/21 08:10:05 PM,13.642,,,,
339,08/11/21 09:10:05 PM,12.944,,,,
340,08/11/21 10:10:05 PM,12.292,,,,
341,08/11/21 11:10:05 PM,11.759,,,,
342,08/12/21 12:10:05 AM,11.248,,,,
343,08/12/21 01:10:05 AM,10.834,,,,
344,08/12/21 02:10:05 AM,10.467,,,,
345,08/12/21 03:10:05 AM,10.124,,,,
346,08/12/21 04:10:05 AM,9.780,,,,
347,08/12/21 05:10:05 AM,9.460,,,,
348,08/12/21 06:10:05 AM,9.188,,,,
349,08/12/21 07:10:05 AM,8.941,,,,
350,08/12/21 08:10:05 AM,8.792,,,,
351,08/12/21 09:10:05 AM,8.891,,,,
352,08/12/21 10:10:05 AM,10.100,,,,
353,08/12/21 11:10:05 AM,11.565,,,,
354,08/12/21 12:10:05 PM,13.064,,,,
355,08/12/21 01:10:05 PM,14.433,,,,
356,08/12/21 02:10:05 PM,15.485,,,,
357,08/12/21 03:10:05 PM,16.201,,,,
358,08/12/21 04:10:05 PM,16.606,,,,
359,08/12/21 05:10:05 PM,16.654,,,,
360,08/12/21 06:10:05 PM,16.392,,,,
361,08/12/21 07:10:05 PM,15.438,,,,
362,08/12/21 08:10:05 PM,14.649,,,,
363,08/12/21 09:10:05 PM,14.002,,,,
364,08/12/21 10:10:05 PM,13.377,,,,
365,08/12/21 11:10:05 PM,12.775,,,,
366,08/13/21 12:10:05 AM,12.243,,,,
367,08/13/21 01:10:05 AM,11.734,,,,
368,08/13/21 02:10:05 AM,11.297,,,,
369,08/13/21 03:10:05 AM,10.980,,,,
370,08/13/21 04:10:05 AM,10.687,,,,
371,08/13/21 05:10:05 AM,10.418,,,,
372,08/13/21 06:10:05 AM,10.149,,,,
373,08/13/21 07:10:05 AM,9.903,,,,
374,08/13/21 08:10:05 AM,9.756,,,,
375,08/13/21 09:10:05 AM,9.903,,,,
376,08/13/21 10:10:05 AM,10.956,,,,
377,08/13/21 11:10:05 AM,12.268,,,,
378,08/13/21 12:10:05 PM,13.594,,,,
379,08/13/21 01:10:05 PM,14.816,,,,
380,08/13/21 02:10:05 PM,15.843,,,,
381,08/13/21 03:10:05 PM,16.606,,,,
382,08/13/21 04:10:05 PM,16.939,,,,
383,08/13/21 05:10:05 PM,16.963,,,,
384,08/13/21 06:10:05 PM,16.701,,,,
385,08/13/21 07:10:05 PM,15.915,,,,
386,08/13/21 08:10:05 PM,15.247,,,,
387,08/13/21 09:10:05 PM,14.577,,,,
388,08/13/21 10:10:05 PM,13.906,,,,
389,08/13/21 11:10:05 PM,13.305,,,,
390,08/14/21 12:10:05 AM,12.751,,,,
391,08/14/21 01:10:05 AM,12.268,,,,
392,08/14/21 02:10:05 AM,11.832,,,,
393,08/14/21 03:10:05 AM,11.467,,,,
394,08/14/21 04:10:05 AM,11.151,,,,
395,08/14/21 05:10:05 AM,10.810,,,,
396,08/14/21 06:10:05 AM,10.516,,,,
397,08/14/21 07:10:05 AM,10.296,,,,
398,08/14/21 08:10:05 AM,10.222,,,,
399,08/14/21 09:10:05 AM,10.271,,,,
400,08/14/21 10:10:05 AM,11.053,,,,
401,08/14/21 11:10:05 AM,12.243,,,,
402,08/14/21 12:10:05 PM,13.522,,,,
403,08/14/21 01:10:05 PM,14.529,,,,
404,08/14/21 02:10:05 PM,15.175,,,,
405,08/14/21 03:10:05 PM,15.915,,,,
406,08/14/21 04:10:05 PM,16.320,,,,
407,08/14/21 05:10:05 PM,16.439,,,,
408,08/14/21 06:10:05 PM,16.225,,,,
409,08/14/21 07:10:05 PM,15.438,,,,
410,08/14/21 08:10:05 PM,14.792,,,,
411,08/14/21 09:10:05 PM,14.290,,,,
412,08/14/21 10:10:05 PM,13.738,,,,
413,08/14/21 11:10:05 PM,13.209,,,,
414,08/15/21 12:10:05 AM,12.751,,,,
415,08/15/21 01:10:05 AM,12.316,,,,
416,08/15/21 02:10:05 AM,11.977,,,,
417,08/15/21 03:10:05 AM,11.710,,,,
418,08/15/21 04:10:05 AM,11.443,,,,
419,08/15/21 05:10:05 AM,11.273,,,,
420,08/15/21 06:10:05 AM,11.127,,,,
421,08/15/21 07:10:05 AM,10.810,,,,
422,08/15/21 08:10:05 AM,10.614,,,,
423,08/15/21 09:10:05 AM,10.638,,,,
424,08/15/21 10:10:05 AM,11.297,,,,
425,08/15/21 11:10:05 AM,12.243,,,,
426,08/15/21 12:10:05 PM,13.329,,,,
427,08/15/21 01:10:05 PM,14.361,,,,
428,08/15/21 02:10:05 PM,15.151,,,,
429,08/15/21 03:10:05 PM,15.700,,,,
430,08/15/21 04:10:05 PM,16.058,,,,
431,08/15/21 05:10:05 PM,16.082,,,,
432,08/15/21 06:10:05 PM,15.915,,,,
433,08/15/21 07:10:05 PM,15.223,,,,
434,08/15/21 08:10:05 PM,14.625,,,,
435,08/15/21 09:10:05 PM,14.098,,,,
436,08/15/21 10:10:05 PM,13.522,,,,
437,08/15/21 11:10:05 PM,12.992,,,,
438,08/16/21 12:10:05 AM,12.509,,,,
439,08/16/21 01:10:05 AM,12.074,,,,
440,08/16/21 02:10:05 AM,11.686,,,,
441,08/16/21 03:10:05 AM,11.321,,,,
442,08/16/21 04:10:05 AM,10.980,,,,
443,08/16/21 05:10:05 AM,10.663,,,,
444,08/16/21 06:10:05 AM,10.369,,,,
445,08/16/21 07:10:05 AM,10.124,,,,
446,08/16/21 08:10:05 AM,10.001,,,,
447,08/16/21 09:10:05 AM,10.075,,,,
448,08/16/21 10:10:05 AM,10.883,,,,
449,08/16/21 11:10:05 AM,11.929,,,,
450,08/16/21 12:10:05 PM,13.112,,,,
451,08/16/21 01:10:05 PM,13.858,,,,
452,08/16/21 02:10:05 PM,14.697,,,,
453,08/16/21 03:10:05 PM,15.151,,,,
454,08/16/21 04:10:05 PM,15.270,,,,
455,08/16/21 05:10:05 PM,15.247,,,,
456,08/16/21 06:10:05 PM,14.984,,,,
457,08/16/21 07:10:05 PM,14.792,,,,
458,08/16/21 08:10:05 PM,14.385,,,,
459,08/16/21 09:10:05 PM,13.858,,,,
460,08/16/21 10:10:05 PM,13.377,,,,
461,08/16/21 11:10:05 PM,12.944,,,,
462,08/17/21 12:10:05 AM,12.654,,,,
463,08/17/21 01:10:05 AM,12.292,,,,
464,08/17/21 02:10:05 AM,12.050,,,,
465,08/17/21 03:10:05 AM,11.807,,,,
466,08/17/21 04:10:05 AM,11.565,,,,
467,08/17/21 05:10:05 AM,11.297,,,,
468,08/17/21 06:10:05 AM,11.078,,,,
469,08/17/21 07:10:05 AM,10.810,,,,
470,08/17/21 08:10:05 AM,10.638,,,,
471,08/17/21 09:10:05 AM,10.638,,,,
472,08/17/21 10:10:05 AM,10.932,,,,
473,08/17/21 11:10:05 AM,11.565,,,,
474,08/17/21 12:10:05 PM,11.953,,,,
475,08/17/21 01:10:05 PM,12.364,,,,
476,08/17/21 02:10:05 PM,12.920,,,,
477,08/17/21 03:10:05 PM,13.257,,,,
478,08/17/21 04:10:05 PM,13.810,,,,
479,08/17/21 05:10:05 PM,13.810,,,,
480,08/17/21 06:10:05 PM,13.497,,,,
481,08/17/21 07:10:05 PM,13.137,,,,
482,08/17/21 08:10:05 PM,12.823,,,,
483,08/17/21 09:10:05 PM,12.461,,,,
484,08/17/21 10:10:05 PM,12.171,,,,
485,08/17/21 11:10:05 PM,11.856,,,,
486,08/18/21 12:10:05 AM,11.516,,,,
487,08/18/21 01:10:05 AM,11.102,,,,
488,08/18/21 02:10:05 AM,10.883,,,,
489,08/18/21 03:10:05 AM,10.541,,,,
490,08/18/21 04:10:05 AM,10.369,,,,
491,08/18/21 05:10:05 AM,10.222,,,,
492,08/18/21 06:10:05 AM,9.928,,,,
493,08/18/21 07:10:05 AM,9.485,,,,
494,08/18/21 08:10:05 AM,9.312,,,,
495,08/18/21 09:10:05 AM,8.990,,,,
496,08/18/21 10:10:05 AM,8.568,,,,
497,08/18/21 11:10:05 AM,8.319,,,,
498,08/18/21 12:10:05 PM,8.295,,,,
499,08/18/21 01:10:05 PM,8.295,,,,
500,08/18/21 02:10:05 PM,8.319,,,,
501,08/18/21 03:10:05 PM,8.519,,,,
502,08/18/21 04:10:05 PM,8.618,,,,
503,08/18/21 05:10:05 PM,8.519,,,,
504,08/18/21 06:10:05 PM,8.394,,,,
505,08/18/21 07:10:05 PM,8.245,,,,
506,08/18/21 08:10:05 PM,8.095,,,,
507,08/18/21 09:10:05 PM,8.020,,,,
508,08/18/21 10:10:05 PM,7.920,,,,
509,08/18/21 11:10:05 PM,7.845,,,,
510,08/19/21 12:10:05 AM,7.795,,,,
511,08/19/21 01:10:05 AM,7.770,,,,
512,08/19/21 02:10:05 AM,7.745,,,,
513,08/19/21 03:10:05 AM,7.695,,,,
514,08/19/21 04:10:05 AM,7.670,,,,
515,08/19/21 05:10:05 AM,7.645,,,,
516,08/19/21 06:10:05 AM,7.569,,,,
517,08/19/21 07:10:05 AM,7.569,,,,
518,08/19/21 08:10:05 AM,7.494,,,,
519,08/19/21 09:10:05 AM,7.594,,,,
520,08/19/21 10:10:05 AM,7.745,,,,
521,08/19/21 11:10:05 AM,8.145,,,,
522,08/19/21 12:10:05 PM,8.120,,,,
523,08/19/21 01:10:05 PM,8.270,,,,
524,08/19/21 02:10:05 PM,8.494,,,,
525,08/19/21 03:10:05 PM,8.444,,,,
526,08/19/21 04:10:05 PM,8.270,,,,
527,08/19/21 05:10:05 PM,8.045,,,,
528,08/19/21 06:10:05 PM,7.795,,,,
529,08/19/21 07:10:05 PM,7.770,,,,
530,08/19/21 08:10:05 PM,7.594,,,,
531,08/19/21 09:10:05 PM,7.343,,,,
532,08/19/21 10:10:05 PM,7.142,,,,
533,08/19/21 11:10:05 PM,6.889,,,,
534,08/20/21 12:10:05 AM,6.636,,,,
535,08/20/21 01:10:05 AM,6.484,,,,
536,08/20/21 02:10:05 AM,6.153,,,,
537,08/20/21 03:10:05 AM,5.668,,,,
538,08/20/21 04:10:05 AM,5.462,,,,
539,08/20/21 05:10:05 AM,5.539,,,,
540,08/20/21 06:10:05 AM,5.719,,,,
541,08/20/21 07:10:05 AM,5.847,,,,
542,08/20/21 08:10:05 AM,5.872,,,,
543,08/20/21 09:10:05 AM,5.898,,,,
544,08/20/21 10:10:05 AM,5.821,,,,
545,08/20/21 11:10:05 AM,5.847,,,,
546,08/20/21 12:10:05 PM,5.924,,,,
547,08/20/21 01:10:05 PM,5.949,,,,
548,08/20/21 02:10:05 PM,6.255,,,,
