Plot Title: 20155965,,,,,,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20155965, SEN S/N: 20155965)",x1,x2,x3,x4,x6
90,08/04/17 12:00:00 AM,3.643,,,,,
91,08/04/17 12:00:00 AM,3.591,,,,,
92,08/04/17 12:00:00 AM,3.643,,,,,
93,08/04/17 12:00:00 AM,3.958,,,,,
94,08/04/17 12:00:00 AM,4.48,,,,,
95,08/04/17 12:00:00 AM,5.205,,,,,
96,08/04/17 12:00:00 AM,6.026,,,,,
97,08/04/17 12:00:00 AM,6.813,,,,,
98,08/04/17 12:00:00 AM,7.494,,,,,
99,08/04/17 12:00:00 AM,7.97,,,,,
100,08/04/17 12:00:00 AM,7.293,,,,,
101,08/04/17 12:00:00 AM,6.204,,,,,
102,08/04/17 12:00:00 AM,6,,,,,
103,08/04/17 12:00:00 AM,5.898,,,,,
104,08/04/17 12:00:00 AM,5.565,,,,,
105,08/04/17 12:00:00 AM,5.282,,,,,
106,08/04/17 12:00:00 AM,4.947,,,,,
107,08/04/17 12:00:00 AM,4.584,,,,,
108,08/05/17 12:00:00 AM,4.428,,,,,
109,08/05/17 12:00:00 AM,4.324,,,,,
110,08/05/17 12:00:00 AM,4.22,,,,,
111,08/05/17 12:00:00 AM,4.194,,,,,
112,08/05/17 12:00:00 AM,4.168,,,,,
113,08/05/17 12:00:00 AM,4.115,,,,,
114,08/05/17 12:00:00 AM,4.037,,,,,
115,08/05/17 12:00:00 AM,3.985,,,,,
116,08/05/17 12:00:00 AM,3.88,,,,,
117,08/05/17 12:00:00 AM,4.011,,,,,
118,08/05/17 12:00:00 AM,4.402,,,,,
119,08/05/17 12:00:00 AM,4.818,,,,,
120,08/05/17 12:00:00 AM,5.668,,,,,
121,08/05/17 12:00:00 AM,6.484,,,,,
122,08/05/17 12:00:00 AM,7.116,,,,,
123,08/05/17 12:00:00 AM,6.179,,,,,
124,08/05/17 12:00:00 AM,6.737,,,,,
125,08/05/17 12:00:00 AM,6.56,,,,,
126,08/05/17 12:00:00 AM,5.77,,,,,
127,08/05/17 12:00:00 AM,5.36,,,,,
128,08/05/17 12:00:00 AM,5.128,,,,,
129,08/05/17 12:00:00 AM,4.947,,,,,
130,08/05/17 12:00:00 AM,4.74,,,,,
131,08/05/17 12:00:00 AM,4.584,,,,,
132,08/06/17 12:00:00 AM,4.48,,,,,
133,08/06/17 12:00:00 AM,4.376,,,,,
134,08/06/17 12:00:00 AM,4.141,,,,,
135,08/06/17 12:00:00 AM,3.88,,,,,
136,08/06/17 12:00:00 AM,3.67,,,,,
137,08/06/17 12:00:00 AM,3.433,,,,,
138,08/06/17 12:00:00 AM,3.248,,,,,
139,08/06/17 12:00:00 AM,3.116,,,,,
140,08/06/17 12:00:00 AM,3.063,,,,,
141,08/06/17 12:00:00 AM,3.327,,,,,
142,08/06/17 12:00:00 AM,3.854,,,,,
143,08/06/17 12:00:00 AM,3.906,,,,,
144,08/06/17 12:00:00 AM,4.089,,,,,
145,08/06/17 12:00:00 AM,4.272,,,,,
146,08/06/17 12:00:00 AM,4.168,,,,,
147,08/06/17 12:00:00 AM,4.141,,,,,
148,08/06/17 12:00:00 AM,4.063,,,,,
149,08/06/17 12:00:00 AM,3.932,,,,,
150,08/06/17 12:00:00 AM,3.88,,,,,
151,08/06/17 12:00:00 AM,3.906,,,,,
152,08/06/17 12:00:00 AM,3.932,,,,,
153,08/06/17 12:00:00 AM,3.801,,,,,
154,08/06/17 12:00:00 AM,3.538,,,,,
155,08/06/17 12:00:00 AM,3.406,,,,,
156,08/07/17 12:00:00 AM,3.116,,,,,
157,08/07/17 12:00:00 AM,2.956,,,,,
158,08/07/17 12:00:00 AM,2.823,,,,,
159,08/07/17 12:00:00 AM,2.664,,,,,
160,08/07/17 12:00:00 AM,2.503,,,,,
161,08/07/17 12:00:00 AM,2.396,,,,,
162,08/07/17 12:00:00 AM,2.316,,,,,
163,08/07/17 12:00:00 AM,2.262,,,,,
164,08/07/17 12:00:00 AM,2.343,,,,,
165,08/07/17 12:00:00 AM,2.69,,,,,
166,08/07/17 12:00:00 AM,3.248,,,,,
167,08/07/17 12:00:00 AM,3.932,,,,,
168,08/07/17 12:00:00 AM,4.766,,,,,
169,08/07/17 12:00:00 AM,5.539,,,,,
170,08/07/17 12:00:00 AM,6.281,,,,,
171,08/07/17 12:00:00 AM,6.509,,,,,
172,08/07/17 12:00:00 AM,6.636,,,,,
173,08/07/17 12:00:00 AM,6.484,,,,,
174,08/07/17 12:00:00 AM,5.796,,,,,
175,08/07/17 12:00:00 AM,5.308,,,,,
176,08/07/17 12:00:00 AM,4.792,,,,,
177,08/07/17 12:00:00 AM,4.376,,,,,
178,08/07/17 12:00:00 AM,3.906,,,,,
179,08/07/17 12:00:00 AM,3.591,,,,,
180,08/08/17 12:00:00 AM,3.459,,,,,
181,08/08/17 12:00:00 AM,3.38,,,,,
182,08/08/17 12:00:00 AM,3.274,,,,,
183,08/08/17 12:00:00 AM,3.116,,,,,
184,08/08/17 12:00:00 AM,2.956,,,,,
185,08/08/17 12:00:00 AM,2.823,,,,,
186,08/08/17 12:00:00 AM,2.77,,,,,
187,08/08/17 12:00:00 AM,2.717,,,,,
188,08/08/17 12:00:00 AM,2.77,,,,,
189,08/08/17 12:00:00 AM,3.063,,,,,
190,08/08/17 12:00:00 AM,3.564,,,,,
191,08/08/17 12:00:00 AM,4.037,,,,,
192,08/08/17 12:00:00 AM,4.584,,,,,
193,08/08/17 12:00:00 AM,5.024,,,,,
194,08/08/17 12:00:00 AM,4.74,,,,,
195,08/08/17 12:00:00 AM,4.999,,,,,
196,08/08/17 12:00:00 AM,4.558,,,,,
197,08/08/17 12:00:00 AM,5.334,,,,,
198,08/08/17 12:00:00 AM,5.282,,,,,
199,08/08/17 12:00:00 AM,4.947,,,,,
200,08/08/17 12:00:00 AM,4.584,,,,,
201,08/08/17 12:00:00 AM,4.246,,,,,
202,08/08/17 12:00:00 AM,3.906,,,,,
203,08/08/17 12:00:00 AM,3.696,,,,,
204,08/09/17 12:00:00 AM,3.433,,,,,
205,08/09/17 12:00:00 AM,3.195,,,,,
206,08/09/17 12:00:00 AM,3.009,,,,,
207,08/09/17 12:00:00 AM,2.903,,,,,
208,08/09/17 12:00:00 AM,2.903,,,,,
209,08/09/17 12:00:00 AM,2.956,,,,,
210,08/09/17 12:00:00 AM,3.009,,,,,
211,08/09/17 12:00:00 AM,2.903,,,,,
212,08/09/17 12:00:00 AM,2.823,,,,,
213,08/09/17 12:00:00 AM,3.063,,,,,
214,08/09/17 12:00:00 AM,3.485,,,,,
215,08/09/17 12:00:00 AM,4.141,,,,,
216,08/09/17 12:00:00 AM,3.958,,,,,
217,08/09/17 12:00:00 AM,4.272,,,,,
218,08/09/17 12:00:00 AM,5.308,,,,,
219,08/09/17 12:00:00 AM,4.844,,,,,
220,08/09/17 12:00:00 AM,5.024,,,,,
221,08/09/17 12:00:00 AM,4.272,,,,,
222,08/09/17 12:00:00 AM,2.664,,,,,
223,08/09/17 12:00:00 AM,2.956,,,,,
224,08/09/17 12:00:00 AM,3.274,,,,,
225,08/09/17 12:00:00 AM,3.274,,,,,
226,08/09/17 12:00:00 AM,3.221,,,,,
227,08/09/17 12:00:00 AM,3.142,,,,,
228,08/10/17 12:00:00 AM,3.063,,,,,
229,08/10/17 12:00:00 AM,2.956,,,,,
230,08/10/17 12:00:00 AM,2.797,,,,,
231,08/10/17 12:00:00 AM,2.637,,,,,
232,08/10/17 12:00:00 AM,2.53,,,,,
233,08/10/17 12:00:00 AM,2.423,,,,,
234,08/10/17 12:00:00 AM,2.316,,,,,
235,08/10/17 12:00:00 AM,2.209,,,,,
236,08/10/17 12:00:00 AM,2.182,,,,,
237,08/10/17 12:00:00 AM,2.423,,,,,
238,08/10/17 12:00:00 AM,2.903,,,,,
239,08/10/17 12:00:00 AM,3.643,,,,,
240,08/10/17 12:00:00 AM,4.376,,,,,
241,08/10/17 12:00:00 AM,4.402,,,,,
242,08/10/17 12:00:00 AM,4.636,,,,,
243,08/10/17 12:00:00 AM,5.024,,,,,
244,08/10/17 12:00:00 AM,5.257,,,,,
245,08/10/17 12:00:00 AM,5.257,,,,,
246,08/10/17 12:00:00 AM,4.818,,,,,
247,08/10/17 12:00:00 AM,4.454,,,,,
248,08/10/17 12:00:00 AM,4.063,,,,,
249,08/10/17 12:00:00 AM,3.67,,,,,
250,08/10/17 12:00:00 AM,3.327,,,,,
251,08/10/17 12:00:00 AM,3.089,,,,,
252,08/11/17 12:00:00 AM,2.983,,,,,
253,08/11/17 12:00:00 AM,2.877,,,,,
254,08/11/17 12:00:00 AM,2.823,,,,,
255,08/11/17 12:00:00 AM,2.797,,,,,
256,08/11/17 12:00:00 AM,2.744,,,,,
257,08/11/17 12:00:00 AM,2.637,,,,,
258,08/11/17 12:00:00 AM,2.53,,,,,
259,08/11/17 12:00:00 AM,2.45,,,,,
260,08/11/17 12:00:00 AM,2.477,,,,,
261,08/11/17 12:00:00 AM,2.717,,,,,
262,08/11/17 12:00:00 AM,3.089,,,,,
263,08/11/17 12:00:00 AM,3.749,,,,,
264,08/11/17 12:00:00 AM,4.428,,,,,
265,08/11/17 12:00:00 AM,5.102,,,,,
266,08/11/17 12:00:00 AM,5.488,,,,,
267,08/11/17 12:00:00 AM,5.77,,,,,
268,08/11/17 12:00:00 AM,4.844,,,,,
269,08/11/17 12:00:00 AM,4.532,,,,,
270,08/11/17 12:00:00 AM,4.011,,,,,
271,08/11/17 12:00:00 AM,3.985,,,,,
272,08/11/17 12:00:00 AM,3.906,,,,,
273,08/11/17 12:00:00 AM,3.801,,,,,
274,08/11/17 12:00:00 AM,3.485,,,,,
275,08/11/17 12:00:00 AM,3.221,,,,,
276,08/12/17 12:00:00 AM,3.142,,,,,
277,08/12/17 12:00:00 AM,2.983,,,,,
278,08/12/17 12:00:00 AM,2.93,,,,,
279,08/12/17 12:00:00 AM,2.93,,,,,
280,08/12/17 12:00:00 AM,2.797,,,,,
281,08/12/17 12:00:00 AM,2.717,,,,,
282,08/12/17 12:00:00 AM,2.584,,,,,
283,08/12/17 12:00:00 AM,2.477,,,,,
284,08/12/17 12:00:00 AM,2.45,,,,,
285,08/12/17 12:00:00 AM,2.69,,,,,
286,08/12/17 12:00:00 AM,3.116,,,,,
287,08/12/17 12:00:00 AM,3.722,,,,,
288,08/12/17 12:00:00 AM,4.428,,,,,
289,08/12/17 12:00:00 AM,5.024,,,,,
290,08/12/17 12:00:00 AM,5.385,,,,,
291,08/12/17 12:00:00 AM,4.973,,,,,
292,08/12/17 12:00:00 AM,5.488,,,,,
293,08/12/17 12:00:00 AM,5.154,,,,,
294,08/12/17 12:00:00 AM,5.308,,,,,
295,08/12/17 12:00:00 AM,4.74,,,,,
296,08/12/17 12:00:00 AM,4.428,,,,,
297,08/12/17 12:00:00 AM,4.063,,,,,
298,08/12/17 12:00:00 AM,3.643,,,,,
299,08/12/17 12:00:00 AM,3.406,,,,,
300,08/13/17 12:00:00 AM,3.274,,,,,
301,08/13/17 12:00:00 AM,3.168,,,,,
302,08/13/17 12:00:00 AM,3.063,,,,,
303,08/13/17 12:00:00 AM,2.93,,,,,
304,08/13/17 12:00:00 AM,2.797,,,,,
305,08/13/17 12:00:00 AM,2.744,,,,,
306,08/13/17 12:00:00 AM,2.85,,,,,
307,08/13/17 12:00:00 AM,2.956,,,,,
308,08/13/17 12:00:00 AM,2.983,,,,,
309,08/13/17 12:00:00 AM,3.142,,,,,
310,08/13/17 12:00:00 AM,3.248,,,,,
311,08/13/17 12:00:00 AM,3.538,,,,,
312,08/13/17 12:00:00 AM,4.662,,,,,
313,08/13/17 12:00:00 AM,4.272,,,,,
314,08/13/17 12:00:00 AM,4.089,,,,,
315,08/13/17 12:00:00 AM,4.22,,,,,
316,08/13/17 12:00:00 AM,4.506,,,,,
317,08/13/17 12:00:00 AM,4.74,,,,,
318,08/13/17 12:00:00 AM,4.662,,,,,
319,08/13/17 12:00:00 AM,4.298,,,,,
320,08/13/17 12:00:00 AM,4.037,,,,,
321,08/13/17 12:00:00 AM,3.985,,,,,
322,08/13/17 12:00:00 AM,3.749,,,,,
323,08/13/17 12:00:00 AM,3.433,,,,,
324,08/14/17 12:00:00 AM,3.406,,,,,
325,08/14/17 12:00:00 AM,3.354,,,,,
326,08/14/17 12:00:00 AM,3.354,,,,,
327,08/14/17 12:00:00 AM,3.274,,,,,
328,08/14/17 12:00:00 AM,3.221,,,,,
329,08/14/17 12:00:00 AM,3.168,,,,,
330,08/14/17 12:00:00 AM,3.168,,,,,
331,08/14/17 12:00:00 AM,3.116,,,,,
332,08/14/17 12:00:00 AM,3.142,,,,,
333,08/14/17 12:00:00 AM,3.274,,,,,
334,08/14/17 12:00:00 AM,3.591,,,,,
335,08/14/17 12:00:00 AM,3.643,,,,,
336,08/14/17 12:00:00 AM,3.932,,,,,
337,08/14/17 12:00:00 AM,4.115,,,,,
338,08/14/17 12:00:00 AM,4.324,,,,,
339,08/14/17 12:00:00 AM,4.194,,,,,
340,08/14/17 12:00:00 AM,4.584,,,,,
341,08/14/17 12:00:00 AM,5.024,,,,,
342,08/14/17 12:00:00 AM,4.947,,,,,
343,08/14/17 12:00:00 AM,4.48,,,,,
344,08/14/17 12:00:00 AM,4.089,,,,,
345,08/14/17 12:00:00 AM,3.749,,,,,
346,08/14/17 12:00:00 AM,3.538,,,,,
347,08/14/17 12:00:00 AM,3.406,,,,,
348,08/15/17 12:00:00 AM,3.301,,,,,
349,08/15/17 12:00:00 AM,3.195,,,,,
350,08/15/17 12:00:00 AM,2.903,,,,,
351,08/15/17 12:00:00 AM,2.797,,,,,
352,08/15/17 12:00:00 AM,2.797,,,,,
353,08/15/17 12:00:00 AM,2.823,,,,,
354,08/15/17 12:00:00 AM,2.85,,,,,
355,08/15/17 12:00:00 AM,2.85,,,,,
356,08/15/17 12:00:00 AM,2.85,,,,,
357,08/15/17 12:00:00 AM,2.93,,,,,
358,08/15/17 12:00:00 AM,3.036,,,,,
359,08/15/17 12:00:00 AM,3.433,,,,,
360,08/15/17 12:00:00 AM,4.037,,,,,
361,08/15/17 12:00:00 AM,4.532,,,,,
362,08/15/17 12:00:00 AM,4.194,,,,,
363,08/15/17 12:00:00 AM,3.985,,,,,
364,08/15/17 12:00:00 AM,4.48,,,,,
365,08/15/17 12:00:00 AM,3.906,,,,,
366,08/15/17 12:00:00 AM,4.272,,,,,
367,08/15/17 12:00:00 AM,4.011,,,,,
368,08/15/17 12:00:00 AM,3.696,,,,,
369,08/15/17 12:00:00 AM,3.538,,,,,
370,08/15/17 12:00:00 AM,3.142,,,,,
371,08/15/17 12:00:00 AM,2.85,,,,,
372,08/16/17 12:00:00 AM,2.744,,,,,
373,08/16/17 12:00:00 AM,2.637,,,,,
374,08/16/17 12:00:00 AM,2.584,,,,,
375,08/16/17 12:00:00 AM,2.53,,,,,
376,08/16/17 12:00:00 AM,2.45,,,,,
377,08/16/17 12:00:00 AM,2.343,,,,,
378,08/16/17 12:00:00 AM,2.289,,,,,
379,08/16/17 12:00:00 AM,2.209,,,,,
380,08/16/17 12:00:00 AM,2.209,,,,,
381,08/16/17 12:00:00 AM,2.503,,,,,
382,08/16/17 12:00:00 AM,2.983,,,,,
383,08/16/17 12:00:00 AM,3.617,,,,,
384,08/16/17 12:00:00 AM,4.35,,,,,
385,08/16/17 12:00:00 AM,5.05,,,,,
386,08/16/17 12:00:00 AM,5.514,,,,,
387,08/16/17 12:00:00 AM,4.973,,,,,
388,08/16/17 12:00:00 AM,4.947,,,,,
389,08/16/17 12:00:00 AM,4.792,,,,,
390,08/16/17 12:00:00 AM,4.766,,,,,
391,08/16/17 12:00:00 AM,4.428,,,,,
392,08/16/17 12:00:00 AM,4.089,,,,,
393,08/16/17 12:00:00 AM,3.827,,,,,
394,08/16/17 12:00:00 AM,3.538,,,,,
395,08/16/17 12:00:00 AM,3.301,,,,,
396,08/17/17 12:00:00 AM,3.116,,,,,
397,08/17/17 12:00:00 AM,2.983,,,,,
398,08/17/17 12:00:00 AM,2.903,,,,,
399,08/17/17 12:00:00 AM,2.877,,,,,
400,08/17/17 12:00:00 AM,2.77,,,,,
401,08/17/17 12:00:00 AM,2.69,,,,,
402,08/17/17 12:00:00 AM,2.61,,,,,
403,08/17/17 12:00:00 AM,2.69,,,,,
404,08/17/17 12:00:00 AM,2.557,,,,,
405,08/17/17 12:00:00 AM,2.744,,,,,
406,08/17/17 12:00:00 AM,3.195,,,,,
407,08/17/17 12:00:00 AM,3.354,,,,,
408,08/17/17 12:00:00 AM,3.459,,,,,
409,08/17/17 12:00:00 AM,4.011,,,,,
410,08/17/17 12:00:00 AM,5.308,,,,,
411,08/17/17 12:00:00 AM,5.872,,,,,
412,08/17/17 12:00:00 AM,5.693,,,,,
413,08/17/17 12:00:00 AM,5.462,,,,,
414,08/17/17 12:00:00 AM,4.636,,,,,
415,08/17/17 12:00:00 AM,4.48,,,,,
416,08/17/17 12:00:00 AM,4.168,,,,,
417,08/17/17 12:00:00 AM,3.722,,,,,
418,08/17/17 12:00:00 AM,3.433,,,,,
419,08/17/17 12:00:00 AM,3.248,,,,,
420,08/18/17 12:00:00 AM,2.983,,,,,
421,08/18/17 12:00:00 AM,2.85,,,,,
422,08/18/17 12:00:00 AM,2.69,,,,,
423,08/18/17 12:00:00 AM,2.637,,,,,
424,08/18/17 12:00:00 AM,2.584,,,,,
425,08/18/17 12:00:00 AM,2.503,,,,,
426,08/18/17 12:00:00 AM,2.423,,,,,
427,08/18/17 12:00:00 AM,2.37,,,,,
428,08/18/17 12:00:00 AM,2.423,,,,,
429,08/18/17 12:00:00 AM,2.717,,,,,
430,08/18/17 12:00:00 AM,3.195,,,,,
431,08/18/17 12:00:00 AM,3.801,,,,,
432,08/18/17 12:00:00 AM,4.506,,,,,
433,08/18/17 12:00:00 AM,5.179,,,,,
434,08/18/17 12:00:00 AM,5.719,,,,,
435,08/18/17 12:00:00 AM,6.077,,,,,
436,08/18/17 12:00:00 AM,6.128,,,,,
437,08/18/17 12:00:00 AM,5.872,,,,,
438,08/18/17 12:00:00 AM,5.36,,,,,
439,08/18/17 12:00:00 AM,4.792,,,,,
440,08/18/17 12:00:00 AM,4.324,,,,,
441,08/18/17 12:00:00 AM,3.958,,,,,
442,08/18/17 12:00:00 AM,3.617,,,,,
443,08/18/17 12:00:00 AM,3.459,,,,,
444,08/19/17 12:00:00 AM,3.327,,,,,
445,08/19/17 12:00:00 AM,3.195,,,,,
446,08/19/17 12:00:00 AM,2.983,,,,,
447,08/19/17 12:00:00 AM,2.877,,,,,
448,08/19/17 12:00:00 AM,2.85,,,,,
449,08/19/17 12:00:00 AM,2.877,,,,,
450,08/19/17 12:00:00 AM,2.85,,,,,
451,08/19/17 12:00:00 AM,2.903,,,,,
452,08/19/17 12:00:00 AM,2.903,,,,,
453,08/19/17 12:00:00 AM,2.93,,,,,
454,08/19/17 12:00:00 AM,3.063,,,,,
455,08/19/17 12:00:00 AM,3.248,,,,,
456,08/19/17 12:00:00 AM,3.354,,,,,
457,08/19/17 12:00:00 AM,3.617,,,,,
458,08/19/17 12:00:00 AM,5.128,,,,,
459,08/19/17 12:00:00 AM,5.514,,,,,
460,08/19/17 12:00:00 AM,5.102,,,,,
461,08/19/17 12:00:00 AM,5.334,,,,,
462,08/19/17 12:00:00 AM,5.024,,,,,
463,08/19/17 12:00:00 AM,4.48,,,,,
464,08/19/17 12:00:00 AM,4.141,,,,,
465,08/19/17 12:00:00 AM,3.67,,,,,
466,08/19/17 12:00:00 AM,3.38,,,,,
467,08/19/17 12:00:00 AM,3.168,,,,,
468,08/20/17 12:00:00 AM,3.063,,,,,
469,08/20/17 12:00:00 AM,2.903,,,,,
470,08/20/17 12:00:00 AM,2.717,,,,,
471,08/20/17 12:00:00 AM,2.584,,,,,
472,08/20/17 12:00:00 AM,2.503,,,,,
473,08/20/17 12:00:00 AM,2.45,,,,,
474,08/20/17 12:00:00 AM,2.477,,,,,
475,08/20/17 12:00:00 AM,2.477,,,,,
476,08/20/17 12:00:00 AM,2.477,,,,,
477,08/20/17 12:00:00 AM,2.717,,,,,
478,08/20/17 12:00:00 AM,3.195,,,,,
479,08/20/17 12:00:00 AM,3.775,,,,,
480,08/20/17 12:00:00 AM,4.506,,,,,
481,08/20/17 12:00:00 AM,5.154,,,,,
482,08/20/17 12:00:00 AM,5.642,,,,,
483,08/20/17 12:00:00 AM,5.924,,,,,
484,08/20/17 12:00:00 AM,5.847,,,,,
485,08/20/17 12:00:00 AM,5.462,,,,,
486,08/20/17 12:00:00 AM,5.179,,,,,
487,08/20/17 12:00:00 AM,4.636,,,,,
488,08/20/17 12:00:00 AM,4.246,,,,,
489,08/20/17 12:00:00 AM,3.827,,,,,
490,08/20/17 12:00:00 AM,3.459,,,,,
491,08/20/17 12:00:00 AM,3.116,,,,,
492,08/21/17 12:00:00 AM,2.903,,,,,
493,08/21/17 12:00:00 AM,2.744,,,,,
494,08/21/17 12:00:00 AM,2.717,,,,,
495,08/21/17 12:00:00 AM,2.77,,,,,
496,08/21/17 12:00:00 AM,2.85,,,,,
497,08/21/17 12:00:00 AM,2.717,,,,,
498,08/21/17 12:00:00 AM,2.69,,,,,
499,08/21/17 12:00:00 AM,2.664,,,,,
500,08/21/17 12:00:00 AM,2.69,,,,,
501,08/21/17 12:00:00 AM,2.797,,,,,
502,08/21/17 12:00:00 AM,3.221,,,,,
503,08/21/17 12:00:00 AM,3.854,,,,,
504,08/21/17 12:00:00 AM,4.168,,,,,
505,08/21/17 12:00:00 AM,3.512,,,,,
506,08/21/17 12:00:00 AM,4.895,,,,,
507,08/21/17 12:00:00 AM,5.565,,,,,
508,08/21/17 12:00:00 AM,5.719,,,,,
509,08/21/17 12:00:00 AM,5.462,,,,,
510,08/21/17 12:00:00 AM,4.999,,,,,
511,08/21/17 12:00:00 AM,4.454,,,,,
512,08/21/17 12:00:00 AM,3.985,,,,,
513,08/21/17 12:00:00 AM,3.591,,,,,
514,08/21/17 12:00:00 AM,3.195,,,,,
515,08/21/17 12:00:00 AM,3.009,,,,,
516,08/22/17 12:00:00 AM,2.85,,,,,
517,08/22/17 12:00:00 AM,2.717,,,,,
518,08/22/17 12:00:00 AM,2.637,,,,,
519,08/22/17 12:00:00 AM,2.584,,,,,
520,08/22/17 12:00:00 AM,2.53,,,,,
521,08/22/17 12:00:00 AM,2.503,,,,,
522,08/22/17 12:00:00 AM,2.396,,,,,
523,08/22/17 12:00:00 AM,2.316,,,,,
524,08/22/17 12:00:00 AM,2.316,,,,,
525,08/22/17 12:00:00 AM,2.637,,,,,
526,08/22/17 12:00:00 AM,3.142,,,,,
527,08/22/17 12:00:00 AM,3.801,,,,,
528,08/22/17 12:00:00 AM,4.584,,,,,
529,08/22/17 12:00:00 AM,5.334,,,,,
530,08/22/17 12:00:00 AM,5.898,,,,,
531,08/22/17 12:00:00 AM,6,,,,,
532,08/22/17 12:00:00 AM,6.179,,,,,
